wasm,instances,oz_version,oz_crates,oz_modules,sdk,desc
a6a73622254055b82945da25499ee4f7dac14ed7fb3d428f70a9f2e3b9640f70,2,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
aa6fe035d9db8ae486e363b0b02bed566a8b68f83cd8d00d513422a9970ec334,2,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
aba81900bc82d24a6f5b66a6fee775bc51543f91dc89e824bd96ffcf3879dba1,2,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.5.3,
af47b815157bb0c8f6709109a76e09aef50f00af953d55ea8ed91df81f670a85,2,"0.4.0,0.4.1,0.5.0",stellar-tokens,NonFungibleTokenError,22.0.8,
bfa08cbf2ad5e86a94ad7661cadf276ad9afaa74bd5206217c82c1cea0c5aa39,2,"stellar-access 0.5.0 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
c4bfa50c32e5b02629a2312312bbb7a7ba54b56a322764cf65eb4c7a4a14012c,2,0.6.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.4.1,
c54f36e053555c87675a8d71b95d0734bd58543fbe9418aae9973d712c0df0e9,2,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
c73490d0812a7e73f028be28bc76a2884246efe304f1edd1a309b25b1c73ae6e,2,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.1,
d71983c8799ac1663a30b8d3f13fc38635cd7c18c217570f4eb50d3b4f79aa57,2,0.6.0,stellar-access,AccessControlError;OwnableError;RoleTransferError,23.4.1,
e19dd194580f528b5922c279ab230fbedf5193de8b102288e139c74941447ef1,2,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
ea5d97cca1a7edac2ae8cf707346faba9897debc1b66fbef1fc53e7828013aab,2,"0.4.0,0.4.1,0.5.0,0.6.0",stellar-access;stellar-contract-utils,OwnableError;UpgradeableError,22.0.8,
f1c549e2491e0f8d9cc7683f6056da2edd8a8c3d6786723ab1c86dae74a96b0e,2,"git 3f81125 (packages/accounts) (git commit, from build path)",stellar-accounts;stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SimpleThresholdError;SmartAccountError;SorobanFixedPointError;SpendingLimitError;WebAuthnError;WeightedThresholdError,25.3.1,
f76ea12b65ed6525cb243ff8a0973d0867bd6b5f89fb54a9c28a0ed963ebc88d,2,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
fa050ebf125ed92957ab9b45f9ac18f8c373792a52c8a789ec2a77f075024028,2,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.1.0,
fd5f159f3d32c57d73a3fcdc842f296b3e671f2516294387b5985b99c3b7881a,2,"stellar-access 0.4.1 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
fde238eb32c2854e85f9cb510055b6032b138c85a6d94f573ad25bf67e9aa7e4,2,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.0,
00b1b70550f887bd87835270ddee76307ced7a00aa6ad354ed744bc0544a03ac,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.5.3,
00b33d5f9f8a0aec1aecbefb73c724a22800f5d8577f693b26ad7a00329d6f20,1,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.1,
0151f6f0e8e711d09cb5ae35e980322a837fb418cdd034bff0713634105e05c8,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.0,
0165acc6315a20ba55948b57a2df7b7cd594453866ad674d751976521634d32b,1,undetermined (0.4.0-0.7.2),stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,25.3.0,
0191f55837f76fa8d2c1d5374000c80cd0b33dfaddafcf27b50c7c8b1547328a,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-tokens,AccessControlError;FungibleTokenError;NonFungibleTokenError;OwnableError;RoleTransferError,22.0.8,
01aa22418312a9c5137150961bdf2a43eadaafe5adf935eaedab622555df324f,1,"0.4.0,0.4.1,0.5.0",stellar-tokens,NonFungibleTokenError,22.0.8,
0405b19fad70b482c88a4bb8ae75b2527c68e926f7797128bfa203d20bb94432,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
0a8ee862d5fa45a3dca9c2dc8ba111b83e9ab333a78d89273ae0a111211445d1,1,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
0b913ee4752e49d33714e7b90c206a328702a32c8849a7c6c2cd0ac8e70d65f7,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
0ba7ff671737db8fd43219ac3957ca54f3e343bc346dc709964a0978802300ff,1,0.6.0,stellar-access,AccessControlError;OwnableError;RoleTransferError,23.5.3,
0bc09721311516e6b7e43421a5e25ad45a438d1438d1d4aa423ea7202a5bea63,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
0c6dbd0a4a658747414d289f861e1f1fea0e4d482eb36959165511f94c7e778f,1,undetermined (0.4.0-0.7.2),,,25.3.1,
0f3336cb82c088d8430af0b9110c309baa6c2eade24e65d35b16650d197d1592,1,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
1757d66322ae87f1f72679a8ba7229b8eb4284d075b05b08f8bd423e496b92c4,1,0.5.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.4.0,
1939cb97a2d5e0c55964e7b88bc76e20caadf7217b3ad2826d4d4b82bd41a00f,1,0.6.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.4.1,
198e66fa8d07c24456055c7286a9a43d7a0203812f9c3e837518ac593679bdae,1,"0.4.0,0.4.1,0.5.0",stellar-access,AccessControlError,22.0.8,
19fcba31e1f40fbdf84254b24812ea314069ccb9788347d5ab5e03fc105a0134,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-tokens,AccessControlError;FungibleTokenError;NonFungibleTokenError;OwnableError;RoleTransferError,22.0.8,
1c0928af078a4a9beff5e04647240b9fecca7a805b751c803f96ff92f75b9a08,1,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
1c093a5f27927d00b1c9c6606e10adc17062d8d61c8b8d82a006c1721d1dad9e,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.2,
1d9057993dce4c885d84478c9fe58c727830897204f4d44bd51797cf226e94e9,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
1f00dce865cbb94e935773a81a8490030b57f03b0411eab2f2721b307d907038,1,undetermined (0.4.0-0.7.2),,,25.3.1,
2093072112c02305521c7410edbb8f0c46455b0c34b736341bb34f9a75bc1e7c,1,0.6.0,stellar-access,AccessControlError;OwnableError;RoleTransferError,23.5.3,
2229dfab54855c6722fba1b731e42a4e4d16dfc00f18500b0d3bd2e55440c21b,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
222ac2d82f6b9fb26cdabb73a2fae473ea47954a9d191d17ed7fdd0af588aef1,1,0.6.0,stellar-access,AccessControlError;OwnableError;RoleTransferError,23.4.1,
23715363ff5f399eab3c57b671270d193b6452616aafef32df8d44caeeca2509,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
24640750cd5ee593c1dcf32833b8f46d32bdba01b29ec2dd9d3e5098b870b60a,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
28e7d30d5b353d5ca1cd66ad1d2b6384b46744ac91cfd48af3f7ec496704e2cc,1,0.6.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.4.1,
293572d45789b097e5ae217194aaa640c4ba21e9b75e93145c2a7c362c9b0094,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.1.0,
2a4b9e2a5b325b5f7dc440b28df35c360795e85e034a02b758f3259f9fedfc61,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
2ae525f01dc69d900c3faac9276c6a8514e916325a39fdf27228b43341aa114a,1,"0.4.0,0.4.1,0.5.0",stellar-access,AccessControlError;OwnableError;RoleTransferError,22.0.8,
2bd0eeb781b2f570671aa980a1cd72b8b584f7420cade4706d3088a7f3e4a1fb,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-tokens,AccessControlError;FungibleTokenError;NonFungibleTokenError;OwnableError;RoleTransferError,22.0.8,
2c176e0cce409c3e08e84b8d6e6890f3ba5036fa84a95a77be69238e14f0d604,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;FungibleTokenError;PausableError;UpgradeableError,22.0.8,
2ca338e04b72469e956a116a5d271b3de4f900bcb8228039473f7302bae3aa76,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
30d1c4c48d1e11dc277a1cfecc040fb39d4dd426124296e48a2b630bacac9384,1,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.3.0,
3194f6415c1596e2bad58bbb9daa011003624738cbc58c878468d0ec856d45a7,1,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.0,
32507ca48ace092bb9522c88473f47f87ee840870f6892e579200f478b07b975,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
335ab6c7d37f37af999c27ecb21b6a0fced02c013e6e9c499f199803afa501c0,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.1.0,
3501ce63f60937015868c1be897b9185f1aa6f31161685e522a9054516b18c9b,1,0.6.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.4.1,
37e982560066d77568f636e192cfef93135b7eaeada42863c229835936913eed,1,0.6.0,stellar-access,AccessControlError;OwnableError;RoleTransferError,23.4.1,
38fac0e030b13ec2c5f9378e5a37162f39ad95d175644be07b8b31c564528583,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.11,
39c1e2dd39980dcb1171c40e347b8a3092307a39368cb49c908c1ab06cd23406,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
3ab60a613d8d982748c9a3aa8cbfebd5b231938b648eba94b8573dbb38020b2d,1,0.6.0,stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,23.4.0,
3b0f6a9fd464ca2ea0493f3272faa47125c66f6a0574304735411871d40e9199,1,0.5.0,stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,23.2.1,
3b13dc688381c17aef9c2dcff38a4ff7afd9372518dd1c6494308941d880b62a,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
3bd05dfa2bf65299d359e86a4672a45900e8c5768d9f056ad8da5ccd779bcd12,1,mixed/forked (no single release fits),stellar-contract-utils;stellar-governance;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TimelockError;TokenBinderError;UpgradeableError;VaultTokenError;VotesError,25.1.1,
3c2f68775af6c3c38032e67aae2946562e93ac0701437bdd3867d028f264078a,1,"0.4.0,0.4.1,0.5.0,0.6.0",stellar-access;stellar-contract-utils,OwnableError;UpgradeableError,22.0.8,
3c531bc7dc6db9f421104a002d0314771c29f67f178e34407617318fd1cdde77,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.2,
3d5315c4f0d3df139b10353a6904f951d877e5be9cd3594d06e96ee569ae6cf1,1,0.5.0,stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,23.2.1,
3eb9643f927f5992d68acdf0253d96e0ab56014e5a8200f97e68d271bd7193a2,1,0.6.0,stellar-access,AccessControlError;OwnableError;RoleTransferError,23.4.1,
40740fff41c64737aa80a6b81341bc1ab1201624bf60f8ee801c93089ee42444,1,"0.4.0,0.4.1,0.5.0,0.6.0",stellar-access;stellar-contract-utils;stellar-tokens,FungibleTokenError;OwnableError;PausableError;UpgradeableError,22.0.8,
42478c7d30d929252171b277cd8dd9d2e91c3593546acae070eb615546d506ea,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.0,
433ab3c147acb637a798b0e2fc1b5e8df6bce4bebf41c9bb525686c1010aa1a7,1,0.6.0,stellar-access,AccessControlError;OwnableError;RoleTransferError,25.1.0,
443a6c94e6b90901b66b7059c5b1609fe2a658c1c60fa91f7198bce73e7e2e09,1,0.6.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.4.1,
45d1d70275fd46fd3159559f17ddf8aca5ffa02841769fc9c67688926f58d23f,1,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.0,
48705b6cc769672cb7690fde75ab8b68a73525cba2c0ec4366d159dda2cdec16,1,0.6.0,stellar-access,AccessControlError;OwnableError;RoleTransferError,23.4.1,
49e1153e35206d1b1ec54ef3f68818716a8fa80cb470596396ba50803e601681,1,0.6.0,stellar-access;stellar-governance,AccessControlError;OwnableError;RoleTransferError;TimelockError,25.1.0,
49efb3f7378715b03db3bd5c74a7f0ff7d741dab6f5894a4105f346c821b5464,1,0.5.0,stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,23.4.0,
4aa7d889845894e482539cf834a8dcc0c84534762b0f66eb99a15358f67f0912,1,0.6.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.5.1,
4b3bc20a6416e57851e57f2145219c6cbf5f03b01a2800bdeb378413e16dcd83,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
4d2fe0da6d50c0f6fd85bebacbd44a1dcca43aad1721cb7826cf5407581d21d7,1,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.0,
4e078251341d0ace55ce437f898015e6470d50806fd3f1119793583f8e5ae328,1,"0.7.0,0.7.1,0.7.2",stellar-access;stellar-contract-utils;stellar-governance;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;GovernorError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TimelockError;TokenBinderError;VaultTokenError;VotesError,25.3.0,
528a6d222cacc7e453545e63e3c01edf7e79bac163c25c5888b422f26d10350b,1,"0.4.0,0.4.1,0.5.0",stellar-tokens,NonFungibleTokenError,22.0.8,
53aedce077a1336d68972edcde6964272fcc95b74bcc0f95f259b50bf8caaeaa,1,"0.4.0,0.4.1,0.5.0,0.6.0",stellar-access;stellar-contract-utils,OwnableError;UpgradeableError,22.0.8,
56a18edc93a66415762af20ae4553a480764f33ec0ae6a9dafabdd89d4799969,1,0.6.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,25.1.0,
56d4e5fe322f95decc4c6caf7e64540eed7adf04111e95650ec0d4ff66a141f3,1,"0.7.0,0.7.1,0.7.2",stellar-access;stellar-accounts,AccessControlError;OwnableError;RoleTransferError;SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,25.3.0,
5784b78d159ac1ac739e00819ee9109b23707b4b22ae072e76f0cc25af8bd5eb,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.11,
5991ae59e65b0d1e3a222939cabf197d80c41ee09a5e62fe4f7ed1526623a864,1,0.5.0,stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,23.2.1,
59f2770418c366ea3099b5b9ad5d6366f2ccf5213ce866508a280b38e4d9cefd,1,0.6.0,stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,25.0.2,
5a77e7728cf9b3bbed4e913be4a88eaee8d8e19088e9b5a7cfe15ed5a63ff1fb,1,"stellar-access 0.4.1 (exact, from build path)",stellar-access,AccessControlError;OwnableError;RoleTransferError,22.0.8,
5af47dcbc8ffecad7efe9fec0b29f0421b659a6b7cf9ad2126e5be8b94762df9,1,0.6.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.5.2,
5afd1577414b3183f73b1bff0b53611ab7ba71fc3948c874e588d56496a1677d,1,"stellar-access 0.4.1 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
5c2ebcb5a94ccd94a599bef03fde30e496c3b3ef24b2633f643bce8c8157562f,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
5e0a411e923055be7315780b2edecdd86c7ba65e938d35ac72f60b206b87da93,1,"0.7.0,0.7.1,0.7.2",stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,25.3.1,
61bbc68d7bbe96e8da09af2a6a21ec5ff078cfbda8ef1bb08cf4198cd6e94b48,1,"0.4.0,0.4.1,0.5.0,0.6.0",stellar-access;stellar-contract-utils,OwnableError;UpgradeableError,22.0.8,
62e8089edc7842fffb1bf6394a40b25238f721ea1d4d113311984047acbd4ab1,1,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.1,
630b0e919ab7fc1e103ba51664034bee109cef85a2e6afced6839c9a3ab45c26,1,0.5.0,stellar-accounts;stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SimpleThresholdError;SmartAccountError;SorobanFixedPointError;SpendingLimitError;UpgradeableError;WebAuthnError;WeightedThresholdError,23.5.2,
6365e9fc6983253bd858a36e8e2f8cb6d527ab1ec7a7a85ea6d206cc8f38d7e0,1,"stellar-access 0.6.0 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
63d0345d3f5ed8666bdd5d73b8d9541d1e92e4db9837bd589095063e3730b571,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
