wasm,instances,oz_version,oz_crates,oz_modules,sdk,desc
6428017d9aef271fba623b0c1aa83f555a23b1c35a46248f40b93be65fc5193d,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
680b9ccf2416bfd941962bc751921cc6c2a9abfdb520f68b2df950a1bbd41258,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.2,
69909a7c5ad44ebad7206c2c081b8ddc13dd637f2f15039b9cfa2f1411a2f869,1,"stellar-access 0.5.0 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
6add8b6ae6d23f23de1b40a6ca52d7dd572f2b2ddee46e029ed8713c528389d3,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.0,
6bb5e9008b05099dc34415bf031823f42c09c0b0c9c87c5b886e8f64aab6e221,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.1.0,
6bcd873c62564c2872dc60e833fb90b49882e76a4e31161b6314744b81c6d3de,1,undetermined (0.4.0-0.7.2),stellar-tokens,FungibleTokenError,26.1.0,
6c19d2b024c9a5f9bdfd00126160c280056e345e8856477a997eb6b6bcd46959,1,"stellar-access 0.6.0 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
6c78a6b1ced100fdab17b249808b371b2c2ba49d2bd25843a2e9b51b80379658,1,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.0,
711eaa2bfb496b318eaa77215c4868522b55953b6ca8e7c9714baa2ebc92ace5,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
7198fa50a8de9116329cb5b4bccd9dd24226f1bb3f7adadb3be8aedfc42cd74e,1,0.5.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.5.2,
7282f98b5cfde16bd92efc9c4e62fbbced592cf098c2c1270a32a6628a263b5f,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.11,
74af1a031934346260f7265dacb633209dba507c1416f1e37d52405b53478f71,1,undetermined (0.4.0-0.7.2),,,25.3.0,
76cb15cdae479d33e7ecb80f1f78cf446d4de23827be987cd1dc7ade705bb35b,1,0.6.0,stellar-access,AccessControlError;OwnableError;RoleTransferError,23.4.1,
76ce70fe6afbee2fb37c0cb164e79892fe8c437c99e2dc49cab58eeaa3ae75db,1,pre-0.4.0 (git only),,OwnableError,23.1.0,
7b7bd05b90e8cb8a337c290b487943786c4b0612485839ef22faa0c7b6992efa,1,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
7e2328d8924ab9d8084eae52aad40bfce2eb387ad2ba944be18230fdd2c72608,1,"0.4.0,0.4.1,0.5.0,0.6.0",stellar-access;stellar-contract-utils,OwnableError;UpgradeableError,22.0.8,
7ebff3ba5016f7572e3cb5655deb31c4814a18008780f160091b0eb56cf87157,1,"stellar-access 0.4.1 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
7fc336bee7129a452374451348d5a666cd1f5c6296620deb5782383996b409d4,1,undetermined (0.4.0-0.7.2),,,25.3.1,
7ff7bc8306cb5ea306249905c751beb8b4017e2d66accef571d554485787854a,1,0.5.0,stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,23.2.1,
8055c4aed0e8e449277f4ad2101a8a25a99be05ef72505b31afd4b1dbf57bab9,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.1.0,
814e71839a77b12242daa6306d0a7a36f4ba6484f9130891e93235040e01a348,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
83582a6d2952eb3a36240a1888c1becd45fdc3a6010c8b4e6615ec6f72251848,1,"stellar-access 0.4.1 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
848e901e7b141af830c87227c4becb05abbfdaa6f97657dd29e166383cc8894e,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
86ef6f7610c643c241cfa7dd76d0b3e4978cc76b83e70a49fa24df6bc3b27072,1,"stellar-tokens 0.7.1 (exact, from build path)",,,25.3.1,
888b330e4df6bc388de71b0b0a9889d605c74fb7533ac5d1bf2c32d3649cb985,1,0.6.0,stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,23.4.0,
88a43cd89d2c0a494ff92c7f236faa3f6e0a6e88032f5dd5b30e428f254f68e1,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-tokens,AccessControlError;FungibleTokenError;NonFungibleTokenError;OwnableError;RoleTransferError,22.0.8,
8a2b3fd944612968801d015af20b843db0552affc8e79ef2775f7f21fd7f34cf,1,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
8a339bce6c59b2aa97b8e8efd2db061a7d65b8f5583ddcc4b3ec29a27f27930c,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
8a3d3044c254070cbd3e5e21a0c207184a86b6c96c0457d1b0f124aa204bbfc9,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
8aa6278bc42ef5b60260a500c5c243a1309f2de7ce9a2c31131a771a0317815b,1,"0.4.0,0.4.1,0.5.0,0.6.0",stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;UpgradeableError,22.0.8,
8ad7472a0d3980aee12718a7e4e09dee9ad4657b4346e112057b57a4739b3fde,1,undetermined (0.4.0-0.7.2),,,25.3.1,
8c7eac15e56fe39b0bbb36c379764471819275c289b30ee4fddb106d33a660ec,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils,AccessControlError;PausableError;UpgradeableError,22.0.8,
8de494f9dbef2103a52538f664d03521802959efbdb91fc30769c81cebf65c0d,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
8f42a35df1173387ba2c5ffe34384b3e4517ce4ec11df13db67d5f2211267cf9,1,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
9058c3f1c742cd26735f8682a0aa8294b6d3b60f539cf1a471de32499142423c,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
9229544366366dc1df1b4a500901ea1a0b678d80897e31ce3eb4a4c4593fca6e,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
93f5d2b314e4d56a5b8b900ebf3af5b640315008d6a7293004018d167f535542,1,"stellar-access 0.4.1 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
94313c946697c20f336f380782f7a7083a475c7cd18078c54c8d8108dbed6985,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.3,
94d328b8fb8b31a74c6d316e157b9d427e4f46def0faeffbf426b392fc6020ac,1,0.6.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.2,
94e680699c16a4bf9f09d9077b7269c282e4162d5f331bb4173bd2095e18ab94,1,"0.4.0,0.4.1,0.5.0",stellar-tokens,NonFungibleTokenError,22.0.8,
95193c1d1efc4d6fe58c92b66638e86565fcbb6a3528e1db0bf91ea1cd583f1b,1,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
961ef682ea88cf111e6f15b2ac7e03f2986a3fa36c7ca7d1d82ce4713d9bfa33,1,undetermined (0.4.0-0.7.2),,,25.3.1,
9620f3f9a3315b8b144bd3b50733a40013742fd86e9c63162874b6eb047daff0,1,"0.7.0,0.7.1,0.7.2",stellar-access;stellar-contract-utils;stellar-governance;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;GovernorError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TimelockError;TokenBinderError;VaultTokenError;VotesError,25.3.0,
964d30c5347fc975dad81d84634b22bb578b9d0e733f13a91b44ecd459001342,1,"stellar-access 0.4.1 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
96b10c6777a412c435774f855b15a0e51bb0c2d37f00334cae31d974ff610b70,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
96b88cd87dacf077cd145a00bc2dcef8472bce0f3cc937f6644adb3865471b23,1,0.5.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.5.2,
99412caa6515ca93a6f17256480a6dbef5c3cb2e8b67cb9666a209b64d4a8142,1,0.6.0,stellar-access,AccessControlError;OwnableError;RoleTransferError,23.5.3,
9950bc02407ca1a41d534fc829da6907a7ca0656aa348aad4e74b44cf85ea6ff,1,"0.7.0,0.7.1,0.7.2",stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,25.3.1,
995e3a58b3cc7e12a85f2c72c23b1eeb29af4f71679547a66eb82eaf48dbec1b,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
9971ce9aa0bdc232ecc4ac3ce5c34855f5e2c0b9a4973efd0f7c6b218c966f5b,1,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;TokenBinderError;UpgradeableError,23.0.2,
99bd0ddc506ee13fc4f433f0627092034dc38f4773ec16930a1823a1174431d4,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.5.3,
99e5d3fa955bc5e07bba3d87aadf87f4520d571c762d70517e0fe8e2e9603d19,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.1.0,
99f98ecb0d199523a937c327daee39ed5029303656d6994868880ef62ef59919,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
9a4cf40826124324d9c45c805d1512ca5b08cf6a6f70a11cf70e719194d9a36e,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
9af3cb44f542580e0828c39a1d3dfc4936d8bf77303f27e8965e232168b519fd,1,0.6.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.5.3,
9c0c872a2ae03deba033c81f5c1f8c594fde8251d2549c5db1a4cc150c96b8f8,1,0.5.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.4.0,
9c195c64bf69d34919af3b334774d094ed3cb038a71d5b8df7a411390fb0678f,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.11,
9c968da6c6e0291439c903ca35891d76b5ade22a490492303a1f4ca25959a192,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.1,
9d55e19fd956cd9045d6a1b443934a9a96679ca1066f74ae2279ebf5bb72bd5a,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.3,
9e43269d51fb374025ac4eed3b0cc74811d713e697ba508c93e99177226cd887,1,"stellar-access 0.6.0 (exact, from build path)",stellar-access,AccessControlError;OwnableError;RoleTransferError,23.4.0,
9e5d7dc78ca00fc7c7afc914a0b3ecbcec61b4e7b1893a84bf47c3b811c68aa1,1,undetermined (0.4.0-0.7.2),,,25.3.0,
a2cb78501a0ad922a1a9ec2c1bfa87d508bada26e61384f8c4485ac9cb1bbdeb,1,"0.7.0,0.7.1,0.7.2",stellar-access;stellar-contract-utils;stellar-governance;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;GovernorError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TimelockError;TokenBinderError;VaultTokenError;VotesError,25.3.0,
a6c1acc6e367e46535733ce8a7320c718616ed42f762cf2f1a0aa77ac6e056f6,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.5.3,
ac1d6ce434d2bcc9d25cbbfaf20942e21ca913aab51943f346b41e5500f3bad3,1,"0.7.0,0.7.1,0.7.2",stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,25.3.1,
ac39c01f46de44eff785593aae42f6a470e487f3cbfb4daffec922c4bbba34ff,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.1.0,
acabe392b764c5a8703d814c42b25545dbfb26b2122b86847b239448471ebc2a,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-tokens,AccessControlError;FungibleTokenError;NonFungibleTokenError;OwnableError;RoleTransferError,22.0.8,
ae68869840391da72e9db3e07a5c3271a645b67101c0ef097ba9604f07823ad0,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
b1dc665820e36c14f55e72e3492748d5933c32331c1a2bfeb77a2e997668ab8d,1,"0.4.0,0.4.1,0.5.0",stellar-access,AccessControlError;OwnableError;RoleTransferError,22.0.8,
b359f16d7f0f29d5028fbe8779a8df86a889ba0691d4f8c8b963df4a6d889e76,1,0.5.0,stellar-accounts;stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SimpleThresholdError;SmartAccountError;SorobanFixedPointError;SpendingLimitError;UpgradeableError;WebAuthnError;WeightedThresholdError,23.0.3,
b658588a255ba6f6cdfcef828341b6cbead30118b2bfc954ed11eb8a11484c3e,1,"stellar-access 0.4.1 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
b844cd348cb9fecafced88a170a2770cc6f8d1cd90aa32cc068b9f3728e02184,1,"0.7.0,0.7.1,0.7.2",stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,25.3.1,
b896cbda43837ba7f78b26913ca8a3b0c9facc28e804d5d319da6c6acd7f7395,1,"stellar-access 0.4.1 (exact, from build path)",stellar-access,AccessControlError;OwnableError;RoleTransferError,22.0.8,
bad961feb4eb6592414be95715bb2cd5e68d4e17e83c99efab78c77e5723cec7,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
bd42279f0dd674a521e6e94574613d7e5d5769c8a9fe950acb9b47ec0eaee99a,1,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;TokenBinderError;UpgradeableError,23.0.2,
bd7bed10cfe1161e3aa5e233763d371289a2eefdb9fd70cee5e2343fb6fa6326,1,0.6.0,stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,23.4.0,
bdd2ccfce63e732947b9a3ef2b1d736118eefda9e085738e1d7f695c77c56cd2,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
be969de545da89a04508e4952e94a53a77e76ecfa67d74b23fd56e0be42290d4,1,"git 7b14668 (packages/tokens) (git commit, from build path)",stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;TokenBinderError;UpgradeableError,23.0.2,
bee6456eb84c244235eae43ae68f218f17d33e21926548f5342114f15bf35bda,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
bf1aa9b2a4f8c05e1e5226009800bf69bd9ab7375ad160a1113d8d31a6ffdc69,1,"0.7.0,0.7.1,0.7.2",stellar-accounts,WebAuthnError,26.1.0,
bf9358ac2e188d74a695cd6009929735f90e8c891f922a9de5fcdc7037af255e,1,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
bfb64fd1012d945e481df81d6849d742ee8c70f2043651d1be96f1f40ecdb2e7,1,"stellar-access 0.4.1 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
bfe8f883a0170359712f60268da88fc1a2fdae146fee05f8efdceb6a14e1e917,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.1.0,
c06729ddc566021fc8e93c97653ad06ef0a512ea04a877d66527c330fb51ff3d,1,"0.7.0,0.7.1,0.7.2",stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,25.3.1,
c1092be4ec2cc6319bee50ffeb824d33134078f99501bbace831a6f562935b5c,1,"0.4.0,0.4.1,0.5.0,0.6.0",stellar-access;stellar-contract-utils,OwnableError;UpgradeableError,22.0.8,
c6d58eb813ef20c80a88c72fc5d14ff02263e9316e2a2bf102696a60cd781354,1,undetermined (0.4.0-0.7.2),,,25.3.1,
caa7ed299890f70284707caeccc6b2bb66b032b84689dee1bb27d530b9b66449,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
cb0a6f87fc7bbef6d6d8d1c1631c1a29d951a41002425d3e7fbad251e9b8a7db,1,"0.4.0,0.4.1,0.5.0",stellar-tokens,NonFungibleTokenError,22.0.8,
cd86e1329db43816a62ecb5539ab046d8ba5f505ef61694479c42177e7ecd46c,1,"git 7b14668 (packages/tokens) (git commit, from build path)",stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;TokenBinderError;UpgradeableError,23.0.2,
ce625cceae48a4f2867a6f7ba4d30bb3d904494847eb63e0b95f8df0c77d14bb,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
cf2df771b015c2a25e13ff0a5b9a8fc31cb3adf0b22ccaf78a544f141610cd93,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
d07941bef95ad91e9e5f64fa1ecfad57ca7aacf1cc3cd0e54f1dfa0859b0f6fb,1,"stellar-access 0.4.1 (exact, from build path)",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
